DOI,Title,Authors,Journal/Book,Publication Year,Create Date,Article Type,Language,Abstract
10.3390/healthcare10101880,Development and Evaluation: A Behavioral Activation Mobile Application for Self-Management of Stress for College Students,"Na H, Jo M, Lee C, Kim D.",Healthcare (Basel),2022,2022.10.27,,,
10.1371/journal.pmed.1004510,Effectiveness of app-based cognitive behavioral therapy for insomnia on preventing major depressive disorder in youth with insomnia and subclinical depression: A randomized clinical trial,"Chen SJ, Que JY, Chan NY, Shi L, Li SX, Chan JWY, Huang W, Chen CX, Tsang CC, Ho YL, Morin CM, Zhang JH, Lu L, Wing YK.",PLoS Med,2025,2025.1.21,,,
10.1016/j.invent.2023.100624,A smartphone-based serious game for depressive symptoms: Protocol for a pilot randomized controlled trial,"Gómez-Cambronero Á, Casteleyn S, Bretón-López J, García-Palacios A, Mira A.",Internet Interv,2023,2023.6.5,,,
10.1097/CIN.0000000000000738,"The Development of the Postpartum Depression Self-Management Mobile Application ""Happy Mother""","Seo JM, Kim SJ, Na H, Kim JH, Lee H.",Comput Inform Nurs,2021,2021.4.5,,,
10.2196/51428,The Effectiveness of a Digital App for Reduction of Clinical Symptoms in Individuals With Panic Disorder: Randomized Controlled Trial,"Kim K, Hwang H, Bae S, Kim SM, Han DH.",J Med Internet Res,2024,2024.4.12,,,
10.2196/26268,"Digital Health Interventions in Prevention, Relapse, and Therapy of Mild and Moderate Depression: Scoping Review","Tokgöz P, Hrynyschyn R, Hafner J, Schönfeld S, Dockweiler C.",JMIR Ment Health,2021,2021.4.16,,,
10.2196/24703,Effectiveness of Smartphone-Based Cognitive Behavioral Therapy Among Patients With Major Depression: Systematic Review of Health Implications,"Hrynyschyn R, Dockweiler C.",JMIR Mhealth Uhealth,2021,2021.2.10,,,
10.2196/47350,"Specifying the Efficacy of Digital Therapeutic Tools for Depression and Anxiety: Retrospective, 2-Cohort, Real-World Analysis","Fundoiano-Hershcovitz Y, Breuer Asher I, Ritholz MD, Feniger E, Manejwala O, Goldstein P.",J Med Internet Res,2023,2023.9.22,,,
10.1080/13607863.2022.2056878,A pilot study for a smartphone app for the prevention of depression in non-professional caregivers,"Blanco V, Otero P, Vázquez FL.",Aging Ment Health,2023,2022.3.30,,,
10.3390/ijerph17186753,A Pilot Evaluation of a Smartphone Application for Workplace Depression,"Collins DAJ, Harvey SB, Lavender I, Glozier N, Christensen H, Deady M.",Int J Environ Res Public Health,2020,2020.9.19,,,
10.1016/S2589-7500(24)00148-1,"Emotional competence self-help app versus cognitive behavioural self-help app versus self-monitoring app to prevent depression in young adults with elevated risk (ECoWeB PREVENT): an international, multicentre, parallel, open-label, randomised controlled trial","Watkins ER, Warren FC, Newbold A, Hulme C, Cranston T, Aas B, Bear H, Botella C, Burkhardt F, Ehring T, Fazel M, Fontaine JRJ, Frost M, Garcia-Palacios A, Greimel E, Hößle C, Hovasapian A, Huyghe VEI, Karpouzis K, Löchner J, Molinari G, Pekrun R, Platt B, Rosenkranz T, Scherer KR, Schlegel K, Schuller BW, Schulte-Korne G, Suso-Ribera C, Voigt V, Voß M, Taylor RS.",Lancet Digit Health,2024,2024.10.5,,,
10.2196/38460,Brief App-Based Cognitive Behavioral Therapy for Anxiety Symptoms in Psychiatric Inpatients: Feasibility Randomized Controlled Trial,"Sharma G, Schlosser L, Jones BDM, Blumberger DM, Gratzer D, Husain MO, Mulsant BH, Rappaport L, Stergiopoulos V, Husain MI.",JMIR Form Res,2022,2022.11.2,,,
10.2196/44764,Challenges With the Use of Digital Sham: Systematic Review and Recommendations,"Bos E, Preller KH, Kaur G, Malhotra P, Kharawala S, Motti D.",J Med Internet Res,2023,2023.10.24,,,
10.4088/JCP.18r12188,Computer-Assisted Cognitive-Behavior Therapy for Depression: A Systematic Review and Meta-Analysis,"Wright JH, Owen JJ, Richards D, Eells TD, Richardson T, Brown GK, Barrett M, Rasku MA, Polser G, Thase ME.",J Clin Psychiatry,2019,2019.3.23,,,
10.2196/53998,"Feasibility, Acceptability, and Preliminary Efficacy of a Smartphone App-Led Cognitive Behavioral Therapy for Depression Under Therapist Supervision: Open Trial","Wilhelm S, Bernstein EE, Bentley KH, Snorrason I, Hoeppner SS, Klare D, Greenberg JL, Weingarden H, McCoy TH, Harrison O.",JMIR Ment Health,2024,2024.4.9,,,
10.3934/publichealth.2024025,An evaluation of digital intervention for perinatal depression and anxiety: A systematic review,"Arifin SRM, Kamaruddin A, Muhammad NA, Nurumal MS, Mohadis HM, Hussain NHN, Wardaningsih S.",AIMS Public Health,2024,2024.7.19,,,
10.1186/s12906-023-04186-3,Third-wave cognitive behavioral therapies for caregivers of cancer patients: a scoping review,"Hong B, Yang S, Hyeon S, Kim S, Lee J.",BMC Complement Med Ther,2023,2023.10.11,,,
10.2196/48467,Preliminary Efficacy of a Digital Intervention for Adolescent Depression: Randomized Controlled Trial,"Peake E, Miller I, Flannery J, Chen L, Lake J, Padmanabhan A.",J Med Internet Res,2024,2024.2.7,,,
,"Behavioral Activation Contributed to the Total Reduction of Depression Symptoms in the Smartphone-based Cognitive Behavioral Therapy: A Secondary Analysis of a Randomized, Controlled Trial","Imai H, Yamada M, Inagaki M, Watanabe N, Chino B, Mantani A, Furukawa TA.",Innov Clin Neurosci,2020,2021.2.1,,,
10.2196/56960,Evaluating the Efficacy of a Digital Therapeutic (CT-152) as an Adjunct to Antidepressant Treatment in Adults With Major Depressive Disorder: Protocol for the MIRAI Remote Study,"Rothman B, Slomkowski M, Speier A, Rush AJ, Trivedi MH, Lawson E, Fahmy M, Carpenter D, Chen D, Forbes A.",JMIR Res Protoc,2024,2024.8.20,,,
10.1371/journal.pone.0126559,Smartphone-Supported versus Full Behavioural Activation for Depression: A Randomised Controlled Trial,"Ly KH, Topooco N, Cederlund H, Wallin A, Bergström J, Molander O, Carlbring P, Andersson G.",PLoS One,2015,2015.5.27,,,
10.1038/s41598-024-70986-3,The effect of a scenario-based cognitive behavioral therapy mobile app on end-stage kidney disease patients on dialysis,"Kim DS, Song HS, Lee KM, Lee JG, Yun S, Lim J, Heo NH, Kim JS, Cho NJ, Park S, Gil HW, Lee EY.",Sci Rep,2024,2024.9.2,,,
10.2196/51366,"Engagement, Acceptability, and Effectiveness of the Self-Care and Coach-Supported Versions of the Vira Digital Behavior Change Platform Among Young Adults at Risk for Depression and Obesity: Pilot Randomized Controlled Trial","Weiner LS, Crowley RN, Sheeber LB, Koegler FH, Davis JF, Wells M, Funkhouser CJ, Auerbach RP, Allen NB.",JMIR Ment Health,2024,2024.9.19,,,
10.2196/44029,Testing a Behavioral Activation Gaming App for Depression During Pregnancy: Multimethod Pilot Study,"Vanderkruik RC, Ferguson C, Kobylski LA, Locascio JJ, Hamlett GE, Killenberg PC, Lewis R, Jones N, Rossa ET, Dineen H, Picard R, Cohen LS.",JMIR Form Res,2024,2024.1.26,,,
10.2196/47183,Acceptability and Utility of a Smartphone App to Support Adolescent Mental Health (BeMe): Program Evaluation Study,"Prochaska JJ, Wang Y, Bowdring MA, Chieng A, Chaudhary NP, Ramo DE.",JMIR Mhealth Uhealth,2023,2023.8.28,,,
10.1016/j.jad.2024.09.104,Naturalistic use of a digital mental health intervention for depression and anxiety: A randomized clinical trial,"Renn BN, Walker TJ, Edds B, Roots M, Raue PJ.",J Affect Disord,2025,2024.9.19,,,
10.1001/jamanetworkopen.2024.22115,Comparative Effectiveness of Three Digital Interventions for Adults Seeking Psychiatric Services: A Randomized Clinical Trial,"Horwitz AG, Mills ED, Sen S, Bohnert ASB.",JAMA Netw Open,2024,2024.7.18,,,
10.1016/j.invent.2019.100296,A mobile application for panic disorder and agoraphobia: Insights from a multi-methods feasibility study,"Ebenfeld L, Kleine Stegemann S, Lehr D, Ebert DD, Funk B, Riper H, Berking M.",Internet Interv,2019,2020.1.1,,,
10.3389/fpsyt.2016.00130,Development and Clinical Evaluation of an mHealth Application for Stress Management,"Winslow BD, Chadderdon GL, Dechmerowski SJ, Jones DL, Kalkstein S, Greene JL, Gehrman P.",Front Psychiatry,2016,2016.8.11,,,
10.3389/fpsyt.2024.1450615,"Effect of a prescription digital therapeutic for chronic insomnia on post-treatment insomnia severity, depression, and anxiety symptoms: results from the real-world DREAM study","Thorndike FP, Morin CM, Ojile J, Edington S, Gerwien R, Ong JC, Wickwire EM, Ritterband LM, Riney H.",Front Psychiatry,2024,2024.9.25,,,
10.14309/ctg.0000000000000436,A Coached Digital Cognitive Behavioral Intervention Reduces Anxiety and Depression in Adults With Functional Gastrointestinal Disorders,"Szigethy E, Tansel A, Pavlick AN, Marroquin MA, Serio CD, Silfee V, Wallace ML, Kingsley MJ, Levinthal DJ.",Clin Transl Gastroenterol,2021,2021.12.7,,,
10.1176/appi.focus.20190044,Computer-Assisted CBT and Mobile Apps for Depression: Assessment and Integration Into Clinical Care,"Wright JH, Mishkind M.",Focus (Am Psychiatr Publ),2020,2020.11.9,,,
10.1186/s12888-018-1752-5,A smartphone application for treating depressive symptoms: study protocol for a randomised controlled trial,"Deady M, Johnston DA, Glozier N, Milne D, Choi I, Mackinnon A, Mykletun A, Calvo RA, Gayed A, Bryant R, Christensen H, Harvey SB.",BMC Psychiatry,2018,2018.6.3,,,
10.1177/13623613231200679,App-based meditation habits maintain reductions in depression symptoms among autistic adults,"Stecher C, Pagni BA, Cloonan S, Vink S, Hill E, Ogbeama D, Delaney S, Braden BB.",Autism,2024,2023.10.14,,,
10.3389/fpsyg.2024.1474016,Internet- and mobile-based aftercare and relapse prevention interventions for anxiety and depressive disorders: a systematic review,"Petre LM, Piepiora PA, Gemescu M, Gheorghe DA.",Front Psychol,2024,2024.12.27,,,
10.1016/j.invent.2023.100616,App-based intervention for reducing depressive symptoms in postpartum women: Protocol for a feasibility randomized controlled trial,"Franco P, Olhaberry M, Cuijpers P, Kelders S, Muzard A.",Internet Interv,2023,2023.6.5,,,
10.1038/s41591-025-03639-1,Cognitive behavioral therapy skills via a smartphone app for subthreshold depression among adults in the community: the RESiLIENT randomized controlled trial,"Furukawa TA, Tajika A, Toyomoto R, Sakata M, Luo Y, Horikoshi M, Akechi T, Kawakami N, Nakayama T, Kondo N, Fukuma S, Kessler RC, Christensen H, Whitton A, Nahum-Shani I, Lutz W, Cuijpers P, Wason JMS, Noma H.",Nat Med,2025,2025.4.24,,,
10.2196/19237,Digital and Mobile Technologies to Promote Physical Health Behavior Change and Provide Psychological Support for Patients Undergoing Elective Surgery: Meta-Ethnography and Systematic Review,"Robinson A, Oksuz U, Slight R, Slight S, Husband A.",JMIR Mhealth Uhealth,2020,2020.12.1,,,
10.1016/j.jad.2022.05.094,App-enhanced transdiagnostic CBT for adolescents with mood or psychotic spectrum disorders,"Weintraub MJ, Ichinose MC, Zinberg J, Done M, Morgan-Fleming GM, Wilkerson CA, Brown RD, Bearden CE, Miklowitz DJ.",J Affect Disord,2022,2022.5.20,,,
10.2196/mental.4984,Mental Health Smartphone Apps: Review and Evidence-Based Recommendations for Future Developments,"Bakker D, Kazantzis N, Rickwood D, Rickard N.",JMIR Ment Health,2016,2016.3.3,,,
10.1017/S0033291723003756,A randomized controlled trial of a digital cognitive-behavioral therapy program (COMPASS) for managing depression and anxiety related to living with a long-term physical health condition,"Picariello F, Hulme K, Seaton N, Hudson JL, Norton S, Wroe A, Moss-Morris R.",Psychol Med,2024,2024.2.13,,,
10.2196/40671,"Sensa Mobile App for Managing Stress, Anxiety, and Depression Symptoms: Pilot Cohort Study","Valinskas S, Nakrys M, Aleknavicius K, Jonusas J.",JMIR Form Res,2023,2023.4.13,,,
10.2196/28874,Mobile Diary App Versus Paper-Based Diary Cards for Patients With Borderline Personality Disorder: Economic Evaluation,"Laursen SL, Helweg-Jørgensen S, Langergaard A, Søndergaard J, Sørensen SS, Mathiasen K, Lichtenstein MB, Ehlers LH.",J Med Internet Res,2021,2021.11.11,,,
10.1016/j.jad.2020.03.184,Depression prevention in digital cognitive behavioral therapy for insomnia: Is rumination a mediator?,"Cheng P, Kalmbach DA, Castelan AC, Murugan N, Drake CL.",J Affect Disord,2020,2020.6.21,,,
10.1016/j.jad.2023.01.057,CBT-informed psychological interventions for adult patients with anxiety and depression symptoms: A narrative review of digital treatment options,"Biagianti B, Foti G, Di Liberto A, Bressi C, Brambilla P.",J Affect Disord,2023,2023.1.23,,,
10.1016/j.jpsychires.2021.11.012,Effect of digital cognitive behavioral therapy on psychological symptoms among perinatal women in high income-countries: A systematic review and meta-regression,"Lau Y, Yen KY, Wong SH, Cheng JY, Cheng LJ.",J Psychiatr Res,2022,2021.11.14,,,
10.2196/mental.9445,A Mobile App-Based Intervention for Depression: End-User and Expert Usability Testing Study,"Fuller-Tyszkiewicz M, Richardson B, Klein B, Skouteris H, Christensen H, Austin D, Castle D, Mihalopoulos C, O'Donnell R, Arulkadacham L, Shatte A, Ware A.",JMIR Ment Health,2018,2018.8.25,,,
10.3389/fdgth.2022.919626,Automated stress detection using mobile application and wearable sensors improves symptoms of mental health disorders in military personnel,"Winslow BD, Kwasinski R, Hullfish J, Ruble M, Lynch A, Rogers T, Nofziger D, Brim W, Woodworth C.",Front Digit Health,2022,2022.9.9,,,
10.2196/41590,Feasibility and Preliminary Efficacy of Digital Interventions for Depressive Symptoms in Working Adults: Multiarm Randomized Controlled Trial,"Taylor RW, Male R, Economides M, Bolton H, Cavanagh K.",JMIR Form Res,2023,2023.6.16,,,
10.2196/21304,Digital Cognitive Behavior Therapy Intervention for Depression and Anxiety: Retrospective Study,"Venkatesan A, Rahimi L, Kaur M, Mosunic C.",JMIR Ment Health,2020,2020.8.27,,,
10.1186/s12888-024-06284-z,A personal sensing technology enabled service versus a digital psychoeducation control for primary care patients with depression and anxiety: a pilot randomized controlled trial,"Stiles-Shields C, Reyes KM, Lakhtakia T, Smith SR, Barnas OE, Gray EL, Krause CJ, Kruzan KP, Kwasny MJ, Mir Z, Panjwani S, Rothschild SK, Sánchez-Johnsen L, Winquist NW, Lattie EG, Allen NB, Reddy M, Mohr DC.",BMC Psychiatry,2024,2024.11.20,,,
10.1111/camh.12627,Development of a chatbot for depression: adolescent perceptions and recommendations,"Dosovitsky G, Bunge E.",Child Adolesc Ment Health,2023,2022.12.12,,,
10.2196/28703,The Efficacy of a Smartphone-Based App on Stress Reduction: Randomized Controlled Trial,"Hwang H, Kim SM, Netterstrøm B, Han DH.",J Med Internet Res,2022,2022.2.15,,,
10.2196/29832,"A Smartphone Serious Game for Adolescents (Grow It! App): Development, Feasibility, and Acceptance Study","Dietvorst E, Aukes MA, Legerstee JS, Vreeker A, Hrehovcsik MM, Keijsers L, Hillegers MHJ.",JMIR Form Res,2022,2022.3.3,,,
10.47626/1516-4446-2022-2679,Smartphone-assisted online brief cognitive behavioral therapy to treat maternal depression: findings of a randomized controlled trial,"Fatori D, Zuccolo P, Xavier MO, Matijasevich A, Polanczyk GV.",Braz J Psychiatry,2023,2022.9.1,,,
10.2196/54912,Behavioral Activation Mobile App to Motivate Smokers to Quit: Feasibility and Pilot Randomized Controlled Trial,"Borrelli B, Bartlett YK, Fulford D, Frasco G, Armitage CJ, Wearden A.",JMIR Form Res,2024,2024.4.4,,,
