DOI,Title,Authors,Journal/Book,Publication Year,Create Date,Article Type,Language,Abstract
10.2196/55302,Longitudinal assessment of seasonal impacts and depression associations on circadian rhythm using multimodal wearable sensing: Retrospective analysis,"Zhang, Yuezhou;Folarin, Amos A.;Sun, Shaoxiong;Cummins, Nicholas;Ranjan, Yatharth;Rashid, Zulqarnain;Stewart, Callum;Conde, Pauline;Sankesara, Heet;Laiou, Petroula;Matcham, Faith;White, Katie M.;Oetzmann, Carolin;Lamers, Femke;Siddi, Sara;Simblett, Sara;Vairavan, Srinivasan;Myin-Germeys, Inez;Mohr, David C.;Wykes, Til;Haro, Josep Maria;Annas, Peter;Penninx, Brenda W. J. H.;Narayan, Vaibhav A.;Hotopf, Matthew;Dobson, Richard J. B.",Journal of Medical Internet Research,,2023.12.8,Scholarly Journals,English,"Background: Previous mobile health (mHealth) studies have revealed significant links between depression and circadian rhythm features measured via wearables. However, the comprehensive impact of seasonal variations was not fully considered in these studies, potentially biasing interpretations in real-world settings. Objective: This study aims to explore the associations between depression severity and wearable-measured circadian rhythms while accounting for seasonal impacts. Methods: Data were sourced from a large longitudinal mHealth study, wherein participants’ depression severity was assessed biweekly using the 8-item Patient Health Questionnaire (PHQ-8), and participants’ behaviors, including sleep, step count, and heart rate (HR), were tracked via Fitbit devices for up to 2 years. We extracted 12 circadian rhythm features from the 14-day Fitbit data preceding each PHQ-8 assessment, including cosinor variables, such as HR peak timing (HR acrophase), and nonparametric features, such as the onset of the most active continuous 10-hour period (M10 onset). To investigate the association between depression severity and circadian rhythms while also assessing the seasonal impacts, we used three nested linear mixed-effects models for each circadian rhythm feature: (1) incorporating the PHQ-8 score as an independent variable, (2) adding seasonality, and (3) adding an interaction term between season and the PHQ-8 score. Results: Analyzing 10,018 PHQ-8 records alongside Fitbit data from 543 participants (n = 414, 76.2% female; median age 48, IQR 32-58 years), we found that after adjusting for seasonal effects, higher PHQ-8 scores were associated with reduced daily steps (β = –93.61, P &lt; .001), increased sleep variability (β = 0.96, P &lt; .001), and delayed circadian rhythms (ie, sleep onset: β = 0.55, P = .001; sleep offset: β = 1.12, P &lt; .001; M10 onset: β = 0.73, P = .003; HR acrophase: β = 0.71, P = .001). Notably, the negative association with daily steps was more pronounced in spring (β of PHQ-8 × spring = –31.51, P = .002) and summer (β of PHQ-8 × summer = –42.61, P &lt; .001) compared with winter. Additionally, the significant correlation with delayed M10 onset was observed solely in summer (β of PHQ-8 × summer = 1.06, P = .008). Moreover, compared with winter, participants experienced a shorter sleep duration by 16.6 minutes, an increase in daily steps by 394.5, a delay in M10 onset by 20.5 minutes, and a delay in HR peak time by 67.9 minutes during summer. Conclusions: Our findings highlight significant seasonal influences on human circadian rhythms and their associations with depression, underscoring the importance of considering seasonal variations in mHealth research for real-world applications. This study also indicates the potential of wearable-measured circadian rhythms as digital biomarkers for depression. (PsycInfo Database Record (c) 2025 APA, all rights reserved) (Source: journal abstract)"
10.1016/j.beth.2024.05.007,Preventing postpartum anxiety and obsessive-compulsive disorder over the internet: An open-trial pilot study,"Steinman, Shari A.;Edwards, Cierra B.;Snider, Mira D.H.;Billingsley, Amber L.;Ponzini, Gabriella T.;Evey, Kelsey J.;Doss, Brian;Timpano, Kiara R.",Behavior Therapy,,2023.8.23,Scholarly Journals,English,"Anxiety disorders are the most common postpartum psychiatric conditions, yet limited research exists on the prevention of postpartum anxiety and obsessive-compulsive disorder (OCD). Postpartum anxiety leads to significant problems in both mother and child, such as maternal depression, difficulty breastfeeding, interference with parent-infant bonding, and childhood anxiety. In the current study, we tested the feasibility, acceptability, and initial efficacy of an Internet-delivered postpartum anxiety and OCD prevention program, “Preventing Postpartum Onset Distress” (P-POD), in a sample of 15 pregnant women in their third trimester. Geared toward at-risk pregnant people, P-POD includes seven 30-minute educational, interactive modules that teach skills derived from cognitive-behavioral treatment for anxiety and OCD. P-POD also includes three additional modules for partners, with strategies for supporting their partners. Findings suggest that P-POD is acceptable and feasible. Participants experienced reductions in postpartum anxiety risk factors. However, this was a small, open-trial pilot study with a relatively homogeneous sample. Future research should compare P-POD to an active control condition, use more diverse samples, include qualitative interviews, and assess symptoms postpartum. (PsycInfo Database Record (c) 2024 APA, all rights reserved) (Source: journal abstract)"
10.1007/s10942-023-00516-z,"Smartphone addiction, nomophobia, depression, and social Appearance anxiety among college students: A correlational study","Karaoglan Yilmaz, Fatma Gizem;Ustun, Ahmet Berk;Zhang, Ke;Yilmaz, Ramazan",Journal of Rational-Emotive & Cognitive-Behavior Therapy,,,Scholarly Journals,English,"Smartphones have become an integral part of people’s life, especially among adolescents. But problematic smartphone uses lead to several psychological and physical problems. This study explored the relationships of smartphone addiction, nomophobia, depression, and social appearance anxiety among college students. A total of 473 college students voluntarily participated in this study, including 286 male and 187 female. Data were collected to employ four instruments: nomophobia scale, smartphone addiction scale, social appearance anxiety scale and beck depression scale. This correlational study with the structural equation model revealed that nomophobia had a significant direct effect on smartphone addiction, social appearance anxiety had a significant direct effect on smartphone addiction and nomophobia, and depression had a significant direct effect on social appearance anxiety. This empirical study provides a solid foundation to build a deeper understanding of adolescents’ wellbeing, as related to mobile technologies. It is also vital to guide systematic efforts on the individual, institutional or national level to assist college students to maintain overall health and wellbeing, while advancing digital learning in higher education. (PsycInfo Database Record (c) 2024 APA, all rights reserved) (Source: journal abstract)"
10.1016/j.jad.2024.01.250,"Longitudinal associations of daily affective dynamics with depression, generalized anxiety, and social anxiety symptoms","Lakhtakia, Tanvi;Smith, Shannon R.;Mohr, David C.;Stamatis, Caitlin A.",Journal of Affective Disorders,,2023.6.21,Scholarly Journals,English,"Background: Low average affect, measured using ecological momentary assessment (EMA), has been consistently linked with depression, generalized anxiety, and social anxiety, supporting trait-like negative affect as a shared underlying feature. However, while theoretical models of emotion regulation would also implicate greater variability in daily affect in these conditions, empirical evidence linking EMA of mood variability with affective disorders is mixed. We used multilevel modeling to test relationships of daily mood and mood variability with depression, generalized anxiety, and social anxiety symptoms. Methods: Participants ( N = 1004; 72.31 % female; M age = 40.85) responded to EMA of mood 2-3×/day and completed measures of depression (PHQ-8), generalized anxiety (GAD-7), and social anxiety (SPIN) every three weeks. Results: Lower mean affect predicted all symptoms at both the between-person (PHQ-8: β = −0.486, p &lt; 0.001; GAD-7: β = −0.429, p &lt; 0.001; SPIN: β = −0.284, p &lt; 0.001) and within-person (PHQ-8: β = −0.219, p &lt; 0.001; GAD-7: β = −0.196, p &lt; 0.001; SPIN: β = −0.049, p &lt; 0.001) levels. Similarly, at the between-person level, greater affective variability was linked with all three clinical symptoms (PHQ-8: β = 0.617, p &lt; 0.001; GAD-7: β = 0.703, p &lt; 0.001; SPIN: β = 0.449, p &lt; 0.001). However, within-person, affective variability related to depression (β = 0.144, p &lt; 0.001) and generalized anxiety (β = 0.150, p &lt; 0.001), but not social anxiety (β = 0.006, p = 0.712). Limitations: The COVID-19 pandemic lockdown period occurred midway through the study. Conclusion: Findings point to common and specific emotion dynamics that characterize affective symptoms severity, with implications for affective monitoring in a clinical context. (PsycInfo Database Record (c) 2025 APA, all rights reserved) (Source: journal abstract)"
10.1080/16506073.2024.2341807,Predictors of adherence to a publicly available self-guided digital mental health intervention,"Woolley, Mercedes G.;Klimczak, Korena S.;Davis, Carter H.;Levin, Michael E.",Cognitive Behaviour Therapy,,2023.8.29,Scholarly Journals,English,"Low adherence to self-guided digital mental health interventions (DMHIs) have raised concerns about their real-world effectiveness. Naturalistic data from self-guided DMHIs are often not available, hindering our ability to assess adherence among real-world users. This study aimed to analyze 3 years of user data from the public launch of an empirically supported 12-session self-guided DMHI, to assess overall program adherence rates and explore predictors of adherence. Data from 984 registered users were analyzed. Results showed that only 14.8% of users completed all 12 modules and 68.6% completed less than half of the modules. Users who were younger, had milder depression, had never seen a mental health provider, and who rejected signing-up for weekly program emails completed significantly more modules. Results add to concerns about the generalizability of controlled research on DMHIs due to lower adherence outside of research trials. This study highlights the potential of user data in identifying key factors that may be related to adherence. By examining adherence patterns among different sub-sets of users, we can pinpoint and focus on individuals who may adhere and benefit more from self-guided programs. Findings could also have implications for guiding intervention personalization for individuals who struggle to complete DMHIs. (PsycInfo Database Record (c) 2024 APA, all rights reserved) (Source: journal abstract)"
10.1016/j.cbpra.2024.03.001,Using an app-based mindfulness intervention: A mixed methods approach,"Wright, Stephen L.;Bach, Emily;Bryson, Stephen P.;Schaller, Sarah;Wright, Dorothy",Cognitive and Behavioral Practice,,2023.6.27,Scholarly Journals,English,"Mindfulness-based practices are often utilized and substantial research supports the continued use of these practices as effective interventions. Mindfulness interventions that utilize focused breathing, app-based guidance, and brief duration may present mental health benefits. However, examining individuals’ unique experiences from continued engagement in brief app-based mindfulness interventions over time, as well as identifying potential barriers preventing the use, is understudied. The current study utilized a longitudinal mixed method design to understand the experiences of individuals using a widely available app-based (i.e., Apple Watch) mindfulness breathing intervention over a 2-week period by identifying the thematic patterns common among the individuals and how this affected their levels of depression, anxiety, and coping skills over time. Qualitative analysis revealed a general positive experience among the participants, as well as the importance of personalization related to mindfulness interventions. Quantitative findings indicated a significant increase in coping skills, but no substantial change in their levels of depression or anxiety after 2 weeks. Researchers should continue examining interventions that include the core aspects of mindfulness, while exploring variations of mindfulness duration, frequency, total length, and breath rate to determine maximum efficacy. Practice-based interventions should focus on the effective ways to implement app-based self-guided mindfulness interventions, such as being short in duration, personalized for daily use, and aligning the practice with key components of mindfulness. (PsycInfo Database Record (c) 2024 APA, all rights reserved) (Source: journal abstract)"
10.1017/S1754470X2300034X,British-Bangladeshi Muslim men: Removing barriers to mental health support and effectively supporting our community,"Alam, Shah",the Cognitive Behaviour Therapist,,2023.7.18,Scholarly Journals,English,"In England, Bangladeshi men are amongst the lowest number of people referred to primary care NHS Talking Therapies services and amongst the most likely to have deteriorated (NHS Digital, 2020). Factors related to culture, religion and gender influence stigma and help-seeking (Robinson et al., 2011). Furthermore, a lack of knowledge from services and professionals on cultural understandings of mental distress facilitate a failure to fully understand the needs of individual populations (Faheem, 2023). The aim of this research study was to qualitatively explore stigma and help-seeking for mental health difficulties, within British-Bangladeshi Muslim men in London. Recruitment consisted of men aged 22–59 years, experiencing symptoms of anxiety and/or depression but not accessing formal support. Ethical approval was obtained from Royal Holloway, University of London. After an online screening questionnaire, individual semi-structured video interviews were completed between May and October 2020. Reflexive thematic analysis presented six over-arching themes: ‘different understanding of mental health’, ‘traditional cultural expectations’, ‘fear and loss’, ‘coping resources’, ‘barriers to access’ and ‘community outreach and collaboration’. Many factors were highlighted as barriers accessing support, such as stigma and trust in services. Key practice implications are highlighted for services and practitioners. Professionals must understand the factors which impact the wellbeing of Bangladeshi men, how to better meet the needs of the community, and remove barriers to help. Participants also suggested initiatives to raise mental health awareness and reduce stigma, as an inclusive approach is needed with greater listening to communities and partnerships with local authorities. Key learning aims: (1) To better understand the needs of the population and factors which impact wellbeing. (2) To consider the muti-faceted barriers to access mental health support, such as CBT, and how to address these. (3) To unpack what stigma means (internally and externally) for men in the population. (4) How to support low- and high-intensity CBT practitioners to better work therapeutically to support Bangladeshi men. (PsycInfo Database Record (c) 2024 APA, all rights reserved) (Source: journal abstract)"
10.1017/S1352465823000206,Feasibility and initial impact of single-session internet-delivered acceptance vs change skills for emotions for stress- and trauma-related problems: A randomized controlled trial,"McLean, Caitlin L.;Ruork, Allison K.;Ramaiya, Megan K.;Fruzzetti, Alan E.",Behavioural and Cognitive Psychotherapy,,2022.10.26,Scholarly Journals,English,"Background: Current psychological trauma-focused interventions have left a gap for individuals who may not be ready for trauma-focused treatment and/or who present with other forms of clinically significant distress, such as subthreshold post-traumatic stress disorder (PTSD). Emotion regulation is a possible transdiagnostic mechanism of change that may promote and maintain some of the varied mental health problems related to trauma exposure. Aims: This study examines the feasibility and initial impact of two brief emotion regulation skill trainings targeting different processes hypothesized to reduce trauma-related problems, compared with an active control. Method: Subjects ( n = 156) were randomized to receive one of three brief internet-based trainings: (1) skill training on accepting emotions, (2) skill training on changing emotions, or (3) stress psychoeducation (control). Participants completed measures of emotion regulation, mindfulness, and affect intensity 24 hours pre- and immediately post-training. Results: Results suggested that a brief internet-based skills training programme was feasible and acceptable, with 91.9% completing the training programme to which they were randomized. Results showed that participants in all conditions demonstrated significant decreases in emotion regulation problems over time; yet these improvements did not vary by condition. Participants in the Change condition with higher PTSD symptoms were significantly more likely to have greater increases in positive affect compared with those with lower PTSD symptoms. Conclusions: Although the three conditions did not show different outcomes, all three brief internet-delivered trainings were feasible. Results provide direction for future studies to evaluate the delivery of emotion regulation skills in individuals with trauma-related distress. (PsycInfo Database Record (c) 2025 APA, all rights reserved) (Source: journal abstract)"
10.2196/51799,Digital health tools can support patient access to culturally and linguistically competent behavioral health treatment,"Berger, Mitchell",Journal of Medical Internet Research,,2023.8.12,Scholarly Journals,English,"Comments on an article by T. McCall et al. (see record 2023-94060-001). McCall et al. researched and concluded that ""Black American women, in general, have favorable views toward seeking mental health services and are comfortable with the use of mobile technology to receive support for managing depression."" Research like that of McCall et al. helps providers, policy makers, and patients better understand how patients may perceive the benefits and drawbacks of digital health tools. As McCall et al. acknowledge, their research may not necessarily be broadly applicable to other populations, and additional understanding of how digital therapeutics are perceived across income levels, geographic areas, race and ethnicity, sexual orientation, and other demographic groups would be helpful. Ideally, digital health tools will complement broader efforts to promote equity in behavioral health screening, access, prevention, and treatment. With more digital tools arriving amid a shortage of behavioral health providers, digital tools have the potential, as during COVID-19, to help reach additional populations and support a busy and challenged provider workforce. Working together, we can ensure that post–COVID-19 digital approaches are grounded in an understanding of the needs, values, and perspectives of patients and behavioral health providers who will use and hopefully benefit from these additional tools. (PsycInfo Database Record (c) 2025 APA, all rights reserved)"
10.2196/45233,Challenges in using mHealth data from smartphones and wearable devices to predict depression symptom severity: Retrospective analysis,"Sun, Shaoxiong;Folarin, Amos A.;Zhang, Yuezhou;Cummins, Nicholas;Garcia-Dias, Rafael;Stewart, Callum;Ranjan, Yatharth;Rashid, Zulqarnain;Conde, Pauline;Laiou, Petroula;Sankesara, Heet;Matcham, Faith;Leightley, Daniel;White, Katie M.;Oetzmann, Carolin;Ivan, Alina;Lamers, Femke;Siddi, Sara;Simblett, Sara;Nica, Raluca;Rintala, Aki;Mohr, David C.;Myin-Germeys, Inez;Wykes, Til;Haro, Josep Maria;Penninx, Brenda W. J. H.;Vairavan, Srinivasan;Narayan, Vaibhav A.;Annas, Peter;Hotopf, Matthew;Dobson, Richard J. B.",Journal of Medical Internet Research,,2022.12.21,Scholarly Journals,English,"Background: Major depressive disorder (MDD) affects millions of people worldwide, but timely treatment is not often received owing in part to inaccurate subjective recall and variability in the symptom course. Objective and frequent MDD monitoring can improve subjective recall and help to guide treatment selection. Attempts have been made, with varying degrees of success, to explore the relationship between the measures of depression and passive digital phenotypes (features) extracted from smartphones and wearables devices to remotely and continuously monitor changes in symptomatology. However, a number of challenges exist for the analysis of these data. These include maintaining participant engagement over extended time periods and therefore understanding what constitutes an acceptable threshold of missing data; distinguishing between the cross-sectional and longitudinal relationships for different features to determine their utility in tracking within-individual longitudinal variation or screening individuals at high risk; and understanding the heterogeneity with which depression manifests itself in behavioral patterns quantified by the passive features. Objective: We aimed to address these 3 challenges to inform future work in stratified analyses. Methods: Using smartphone and wearable data collected from 479 participants with MDD, we extracted 21 features capturing mobility, sleep, and smartphone use. We investigated the impact of the number of days of available data on feature quality using the intraclass correlation coefficient and Bland-Altman analysis. We then examined the nature of the correlation between the 8-item Patient Health Questionnaire (PHQ-8) depression scale (measured every 14 days) and the features using the individual-mean correlation, repeated measures correlation, and linear mixed effects model. Furthermore, we stratified the participants based on their behavioral difference, quantified by the features, between periods of high (depression) and low (no depression) PHQ-8 scores using the Gaussian mixture model. Results: We demonstrated that at least 8 (range 2-12) days were needed for reliable calculation of most of the features in the 14-day time window. We observed that features such as sleep onset time correlated better with PHQ-8 scores cross-sectionally than longitudinally, whereas features such as wakefulness after sleep onset correlated well with PHQ-8 longitudinally but worse cross-sectionally. Finally, we found that participants could be separated into 3 distinct clusters according to their behavioral difference between periods of depression and periods of no depression. Conclusions: This work contributes to our understanding of how these mobile health–derived features are associated with depression symptom severity to inform future work in stratified analyses. (PsycInfo Database Record (c) 2025 APA, all rights reserved) (Source: journal abstract)"
10.1016/j.brat.2023.104342,Analyzing text message linguistic features: Do people with depression communicate differently with their close and non-close contacts?,"Meyerhoff, Jonah;Liu, Tingting;Stamatis, Caitlin A.;Liu, Tony;Wang, Harry;Meng, Yixuan;Curtis, Brenda;Karr, Chris J.;Sherman, Garrick;Ungar, Lyle H.;Mohr, David C.",Behaviour Research and Therapy,,2022.11.6,Scholarly Journals,English,"Background: Relatively little is known about how communication changes as a function of depression severity and interpersonal closeness. We examined the linguistic features of outgoing text messages among individuals with depression and their close- and non-close contacts. Methods: 419 participants were included in this 16-week-long observational study. Participants regularly completed the PHQ-8 and rated subjective closeness to their contacts. Text messages were processed to count frequencies of word usage in the LIWC 2015 libraries. A linear mixed modeling approach was used to estimate linguistic feature scores of outgoing text messages. Results: Regardless of closeness, people with higher PHQ-8 scores tended to use more differentiation words. When texting with close contacts, individuals with higher PHQ-8 scores used more first-person singular, filler, sexual, anger, and negative emotion words. When texting with non-close contacts these participants used more conjunctions, tentative, and sadness-related words and fewer first-person plural words. Conclusion: Word classes used in text messages, when combined with symptom severity and subjective social closeness data, may be indicative of underlying interpersonal processes. These data may hold promise as potential treatment targets to address interpersonal drivers of depression. (PsycInfo Database Record (c) 2023 APA, all rights reserved) (Source: journal abstract)"
10.1080/13284207.2022.2163157,Decision-making about uptake and engagement among digital mental health service users: A qualitative exploration of therapist perspectives,"Fisher, A.;Corrigan, E.;Cross, S.;Ryan, K.;Staples, L.;Tan, R.;Webb, N.;Titov, N.;Dear, B. F.",Clinical Psychologist,,2022.6.30,Scholarly Journals,English,"Objective: This study explored therapist perspectives on decision-making about uptake and engagement with online assessment and treatment for anxiety and depression among digital mental health service (DMHS) users. Methods: Semi-structured interviews with 20 therapists from two Australian DMHSs were conducted; interviews were audio-recorded, transcribed verbatim, and analysed thematically using Framework Methods. Results: Analyses yielded three interrelated themes: 1) Interplay between users, the DMHS and broader mental health system; 2) Decision-making process and dynamics; and 3) Information and decision-support needs. Theme 1 highlighted the diversity of DMHS users, and how users’ interactions with third-party health professionals influence access/use, showing that DMHSs are not a standalone entity. Theme 2 revealed therapists’ key role within DMHSs, including how they shape users’ decision-making through managing expectations and deliberating on options and “treatment fit”. Theme 3 demonstrated considerable variability in how informed and knowledgeable users were when engaging with DMHSs, and how some users have decisional uncertainty and delay, and would benefit from additional decisional support. Conclusions: Findings provide in-depth therapist insights into what influences service user decision-making about using DMHS for assessment and treatment. These insights can inform user-centred design of DMHSs and highlight the need to better integrate DMHS into mainstream mental healthcare. (PsycInfo Database Record (c) 2025 APA, all rights reserved) (Source: journal abstract)"
10.1080/13811118.2022.2096520,Exploring the safety of a general digital mental health intervention to effect symptom reduction among individuals with and without suicidal ideation: A secondary analysis,"Meyerhoff, Jonah;Kruzan, Kaylee P.;Kim, Kwang-Youn A.;Van Orden, Kimberly;Mohr, David C.",Archives of Suicide Research,,,Scholarly Journals,English,"Trials of digital mental health interventions (DMHIs) often exclude individuals with suicide-related thoughts and behaviors precluding an understanding of whether DMHIs for affective disorders are safe for, and perform similarly within, this high-risk group. We explore the safety and performance of a DMHI for depression in participants with and without suicidal ideation (SI) at baseline. Three hundred and one participants were included in this secondary data analysis from a trial of an 8-week DMHI comprising 14 smartphone apps. We found that SI decreased across the study among participants with baseline SI and that baseline SI status did not attenuate depression treatment effects. Through a case study of the IntelliCare platform, we find that DMHIs for general affective disorders can be safe. (PsycInfo Database Record (c) 2024 APA, all rights reserved) (Source: journal abstract)"
10.1080/16506073.2023.2178498,A systematic review and meta-analysis of self-guided online acceptance and commitment therapy as a transdiagnostic self-help intervention,"Klimczak, Korena S.;San Miguel, Guadalupe G.;Mukasa, Miriam N.;Twohig, Michael P.;Levin, Michael E.",Cognitive Behaviour Therapy,,2022.10.25,Scholarly Journals,English,"Online Acceptance and Commitment Therapy (ACT) interventions use websites and smartphone apps to deliver ACT exercises and skills. The present meta-analysis provides a comprehensive review of online ACT self-help interventions, characterizing the programs that have been studied (e.g. platform, length, content) and analyzing their efficacy. A transdiagnostic approach was taken, including studies that addressed a range of targeted problems and populations. Multi-level meta-analyses were used to nest multiple measures of a single construct within their respective studies. A total of 53 randomized controlled trials were included (n = 10,730). Online ACT produced significantly greater outcomes than waitlist controls at post-treatment for anxiety, depression, quality of life, psychological flexibility, and all assessed outcomes (i.e. omnibus effect), which were generally maintained at follow-up. However, only psychological flexibility and all assessed outcomes at post-treatment were found to be significantly greater for online ACT when compared to active controls, with no significant follow-up effects. Overall, these results further clarify that ACT can be effectively delivered in an online format to target a wide range of mental health concerns, although it is less clear if and when online ACT is more efficacious than other online interventions. (PsycInfo Database Record (c) 2023 APA, all rights reserved) (Source: journal abstract)"
10.3389/fpsyt.2023.1104301,Therapist perceptions of the implementation of a new screening procedure using the ItFits-toolkit in an iCBT routine care clinic: A mixed-methods study using the consolidated framework for implementation research,"Tarp, Kristine;Nielsen, Søren Lange;Holmberg, Trine Theresa;Dalsgaard, Caroline Høier;Borkner, Simone;Skaarnes, Helene;Jensen, Esben Kjems;Piera-Jiménez, Jordi;Vis, Christiaan;Mathiasen, Kim",Frontiers in Psychiatry,,2022.11.21,Scholarly Journals,English,"Introduction: This study investigates the implementation of a new, more automated screening procedure using the ItFits-toolkit in the online clinic, Internet Psychiatry (iPsych) (www.internetpsykiatrien.dk), delivering guided iCBT for mild to moderate anxiety and depressive disorders. The study focuses on how the therapists experienced the process. Methods: Qualitative data were collected from semi-structured individual interviews with seven therapists from iPsych. The interviews were conducted using an interview guide with questions based on the Consolidated Framework for Implementation Research (CFIR). Quantitative data on the perceived level of normalization were collected from iPsych therapists, administrative staff, and off-site professionals in contact with the target demographic at 10-time points throughout the implementation. Results: The therapists experienced an improvement in the intake procedure. They reported having more relevant information about the patients to be used during the assessment and the treatment; they liked the new design better; there was a better alignment of expectations between patients and therapists; the patient group was generally a better fit for treatment after implementation; and more of the assessed patients were included in the program. The quantitative data support the interview data and describe a process of normalization that increases over time. Discussion: The ItFits-toolkit appears to have been an effective mediator of the implementation process. The therapists were aided in the process of change, resulting in an enhanced ability to target the patients who can benefit from the treatment program, less expenditure of time on the wrong population, and more satisfied therapists. (PsycInfo Database Record (c) 2025 APA, all rights reserved) (Source: journal abstract)"
10.1016/j.beth.2022.08.004,"Efficacy of a therapist-assisted self-help internet-based intervention targeting PTSD, depression, and insomnia symptoms after a disaster: A randomized controlled trial","Belleville, Geneviève;Ouellet, Marie-Christine;Békés, Vera;Lebel, Jessica;Morin, Charles M.;Bouchard, Stéphane;Guay, Stéphane;Bergeron, Nicolas;Ghosh, Sunita;Campbell, Tavis;Macmaster, Frank P.",Behavior Therapy,,2021.10.4,Scholarly Journals,English,"This study aimed at evaluating the efficacy of an online CBT intervention with limited therapist contact targeting a range of posttraumatic symptoms among evacuees from the 2016 Fort McMurray wildfires. One hundred and thirty-six residents of Fort McMurray who reported either moderate PTSD symptoms (PCL-5 ≥ 23) or mild PTSD symptoms (PCL-5 ≥ 10) with moderate depression (PHQ-9 ≥ 10) or subthreshold insomnia symptoms (ISI ≥ 8) were randomized either to a treatment ( n = 69) or a waitlist condition ( n = 67). Participants were on average 45 years old, and mostly identified as White (82%) and as women (76%). Primary outcomes were PTSD, depression, and insomnia symptoms. Secondary outcomes were anxiety symptoms and disability. Significant Assessment Time × Treatment Condition interactions were observed on all outcomes, indicating that access to the treatment led to a decrease in posttraumatic stress (F[1,117.04] = 12.128, p = .001; d = .519, 95% CI = .142–.895), depression (F[1,118.29] = 9.978, p = .002; d = .519, 95% CI = .141–.898) insomnia (F[1,117.60] = 4.574, p = .035; d = .512, 95% CI = .132–.892), and anxiety (F[1,119.64] = 5.465, p = .021; d = .421, 95% CI = .044–.797) symptom severity and disability (F[1,111.55] = 7.015, p = .009; d = .582, 95% CI = .200–.963). Larger effect sizes ( d = 0.823–1.075) were observed in participants who completed at least half of the treatment. The RESILIENT online treatment platform was successful to provide access to specialized evidence-based mental health care after a disaster. (PsycInfo Database Record (c) 2025 APA, all rights reserved) (Source: journal abstract)"
10.1037/ccp0000761,The timing and magnitude of symptom improvements during an Internet-delivered transdiagnostic treatment program for anxiety and depression,"Bisby, Madelyne A.;Scott, Amelia J.;Fisher, Alana;Gandy, Milena;Hathway, Taylor;Heriseanu, Andreea I.;Karin, Eyal;Cross, Shane;Staples, Lauren;Titov, Nickolai;Dear, Blake F.",Journal of Consulting and Clinical Psychology,,2022.1.30,Scholarly Journals,English,"Objective: In face-to-face treatments, mental health symptoms improve rapidly across the first few treatment sessions, and the pace of improvement slows with additional sessions. Some individuals also report clinically meaningful symptom improvements after only two or three treatment sessions. As the rate of symptom change has been given limited attention within digital treatments, the present study investigated the timing and magnitude of symptom change during an 8-week online treatment for anxiety and depression. Method: Three adult samples were derived from previous randomized controlled trials: generalized anxiety disorder ( n = 165), major depression ( n = 149), and mixed anxiety/depression ( n = 262). Symptom scores were compared between consecutive weeks of treatment, and we examined the proportion of individuals who achieved a ≥ 25% or ≥ 50% improvement in symptoms each week. Results: Across all three samples, symptoms improved more rapidly during the first half of treatment compared to the second half of treatment. Within the first 4 weeks, over half of the participants had experienced a ≥ 25% improvement in symptoms, and approximately a third of participants had experienced a ≥ 50% improvement in symptoms. This pattern of change was found irrespective of diagnostic status or outcome measure. Conclusions: A substantial number of people who receive internet-delivered treatments appear to experience rapid, large, and clinically significant symptom improvement early in treatment. These findings add to our theoretical understanding of symptom improvements during psychotherapy, and further research investigating the mechanisms of such change will inform the development of more effective treatments. (PsycInfo Database Record (c) 2025 APA, all rights reserved) (Source: journal abstract)"
10.1007/s12671-022-02016-0,"A web-based, mindful, and compassionate parenting training for mothers experiencing parenting stress: Results from a pilot randomized controlled trial of the mindful moment program","Fernandes, Daniela V.;Monteiro, Fabiana;Canavarro, Maria C.;Moreira, Helena",Mindfulness,,,Scholarly Journals,English,"Objectives: Mindful Moment is a self-guided, web-based, mindful, and compassionate parenting training for postpartum mothers who experience parenting stress. We aimed to assess Mindful Moment’s feasibility, acceptability, and usability, and to gather preliminary evidence of its effectiveness in reducing parenting stress and outcomes such as mindful parenting, self-compassion, depressive symptoms, anxious symptoms, dispositional mindfulness, mother’s perception of infant temperament, and mother-infant bonding. Methods: This pilot randomized controlled trial (RCT) was a two-arm trial and followed the CONSORT 2010, CONSORT-EHEALTH, and CONSORT-SPI 2018 extension guidelines. A total of 292 Portuguese mothers were randomly assigned to the intervention group ( n = 146) or to the waiting list control group ( n = 146) and completed baseline (T1) and postintervention (T2) self-reported assessments. Results: A total of 31 mothers (21.23%) completed the Mindful Moment intervention. Most mothers evaluated the program as good or excellent (90%), considered that Mindful Moment provided them the kind of help they expected or wanted (61%), were satisfied with the help provided by the program (74.6%), would recommend it to a friend in a similar situation (86.4%), and would use it again if needed (81.4%). Regarding the program’s preliminary effectiveness, mothers in the intervention group presented a greater decrease in parenting stress, a greater increase in dispositional mindfulness, and a greater decrease in their perception of the difficult temperament of their infants from T1 to T2. Conclusions: This study provides preliminary evidence of the Mindful Moment’s effectiveness and suggests that it is a feasible and acceptable program for postpartum mothers experiencing parenting stress. Further research is needed to confirm these results in a larger RCT. (PsycInfo Database Record (c) 2024 APA, all rights reserved) (Source: journal abstract)"
